,movieId,title,genres,tag,top_5_tags
865,4881,The Man Who Wasn't There (2001),"Crime, Drama","[('Coen Brothers', 1)]",Coen Brothers
866,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"Adventure, Children, Fantasy","[('Magic', 2), ('Everything you want is here', 1), ('alan rickman', 1), ('harry potter', 1), ('humorous', 1), ('Wizards', 1)]","Magic, Everything you want is here, alan rickman, harry potter, humorous"
867,4902,"The Devil's Backbone (Espinazo del diablo, El) (2001)","Drama, Fantasy, Horror, Thriller, War","[('ghosts', 1)]",ghosts
868,4920,"Now, Voyager (1942)","Drama, Romance","[('psychology', 1)]",psychology
869,4963,Ocean's Eleven (2001),"Crime, Thriller","[('heist', 1)]",heist
870,4969,And Then There Were None (1945),"Crime, Mystery","[('In Netflix queue', 1)]",In Netflix queue
871,4970,"The Blue Angel (Blaue Engel, Der) (1930)",Drama,"[('nightclub', 1), ('singers', 1)]","nightclub, singers"
872,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy, Romance","[('whimsical', 1)]",whimsical
873,4979,The Royal Tenenbaums (2001),"Comedy, Drama","[('new york', 1)]",new york
874,4980,Bill & Ted's Bogus Journey (1991),"Adventure, Comedy, Fantasy, Sci-Fi","[('time travel', 1)]",time travel
875,4993,The Lord of the Rings: The Fellowship of the Ring (2001),"Adventure, Fantasy","[('fantasy', 1), ('high fantasy', 1), ('Magic', 1), ('mythology', 1), ('tolkien', 1), ('wizards', 1), ('Tolkein', 1)]","fantasy, high fantasy, Magic, mythology, tolkien"
876,4995,"Beautiful Mind, A (2001)","Drama, Romance","[('mathematics', 1)]",mathematics
877,4998,The Defiant Ones (1958),"Adventure, Crime, Drama, Thriller","[('racism', 1)]",racism
878,5008,Witness for the Prosecution (1957),"Drama, Mystery, Thriller","[('Agatha Christie', 1), ('court', 1)]","Agatha Christie, court"
879,5012,Yentl (1983),"Drama, Musical, Romance","[('cross dressing', 1), ('Judaism', 1)]","cross dressing, Judaism"
880,5015,Monster's Ball (2001),"Drama, Romance","[('race', 1)]",race
881,5034,"Truly, Madly, Deeply (1991)","Drama, Romance","[('Ghost', 1)]",Ghost
882,5064,The Count of Monte Cristo (2002),"Action, Adventure, Drama, Thriller","[('Dumas', 1), ('revenge', 1), ('remake', 1)]","Dumas, revenge, remake"
883,5088,"Going Places (Valseuses, Les) (1974)","Comedy, Crime, Drama","[('irreverent', 1)]",irreverent
884,5114,The Bad and the Beautiful (1952),Drama,"[('movie business', 1)]",movie business
885,5120,Sleuth (1972),"Comedy, Mystery, Thriller","[('In Netflix queue', 1)]",In Netflix queue
886,5135,Monsoon Wedding (2001),"Comedy, Romance","[('India', 1)]",India
887,5139,The Bad News Bears (1976),Comedy,"[('baseball', 1)]",baseball
888,5213,"Oh, God! Book II (1980)",Comedy,"[('religion', 1)]",religion
889,5224,Promises (2001),Documentary,"[('In Netflix queue', 1)]",In Netflix queue
890,5238,Return of the Secaucus 7 (1980),Drama,"[('In Netflix queue', 1)]",In Netflix queue
891,5254,Blade II (2002),"Action, Horror, Thriller","[('Great movie', 1), ('Wesley Snipes', 1)]","Great movie, Wesley Snipes"
892,5266,Panic Room (2002),Thriller,"[('crime', 1)]",crime
893,5291,Rashomon (Rashômon) (1950),"Crime, Drama, Mystery","[('samurai', 2), ('black and white', 1), ('In Netflix queue', 1)]","samurai, black and white, In Netflix queue"
894,5294,Frailty (2001),"Crime, Drama, Thriller","[('religion', 1)]",religion
895,5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)","Drama, War","[('In Netflix queue', 1)]",In Netflix queue
896,5316,Enigma (2001),"Romance, Thriller","[('World War II', 1)]",World War II
897,5349,Spider-Man (2002),"Action, Adventure, Sci-Fi, Thriller","[('superhero', 1)]",superhero
898,5353,Butterflies Are Free (1972),"Comedy, Drama","[('blind', 1)]",blind
899,5377,About a Boy (2002),"Comedy, Drama, Romance","[('Nick Hornby', 1)]",Nick Hornby
900,5379,The Believer (2001),Drama,"[('anti-Semitism', 1), ('Judaism', 1)]","anti-Semitism, Judaism"
901,5388,Insomnia (2002),"Action, Crime, Drama, Mystery, Thriller","[('atmospheric', 2), ('Al Pacino', 1), ('Hilary Swank', 1), ('Robin Williams', 1), ('insomnia', 1), ('thought-provoking', 1)]","atmospheric, Al Pacino, Hilary Swank, Robin Williams, insomnia"
902,5398,Requiem for a Heavyweight (1962),Drama,"[('boxing', 1)]",boxing
903,5404,84 Charing Cross Road (1987),"Drama, Romance","[('books', 1)]",books
904,5445,Minority Report (2002),"Action, Crime, Mystery, Sci-Fi, Thriller","[('future', 1)]",future
905,5446,Rabbit-Proof Fence (2002),"Adventure, Drama","[('Australia', 1)]",Australia
906,5450,Lovely & Amazing (2001),"Comedy, Drama, Romance","[('sisterhood', 1), ('women', 1)]","sisterhood, women"
907,5451,Pumpkin (2002),"Comedy, Drama, Romance","[('disability', 1), ('mental illness', 1)]","disability, mental illness"
908,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),"Action, Comedy, Sci-Fi","[('crappy sequel', 1), ('first was much better', 1), ('sequel', 1)]","crappy sequel, first was much better, sequel"
909,5464,Road to Perdition (2002),"Crime, Drama","[('cinematography', 1), ('Tom Hanks', 1)]","cinematography, Tom Hanks"
910,5470,The Importance of Being Earnest (1952),"Comedy, Romance","[('Oscar Wilde', 1)]",Oscar Wilde
911,5475,Z (1969),"Drama, Mystery, Thriller","[('In Netflix queue', 1)]",In Netflix queue
912,5483,The Kid Stays in the Picture (2002),Documentary,"[('movie business', 1)]",movie business
913,5498,Red Beard (Akahige) (1965),Drama,"[('In Netflix queue', 1)]",In Netflix queue
914,5502,Signs (2002),"Horror, Sci-Fi, Thriller","[('aliens', 1)]",aliens
915,5505,The Good Girl (2002),"Comedy, Drama","[('adultery', 1), ('younger men', 1)]","adultery, younger men"
916,5527,Possession (2002),"Drama, Romance","[('AS Byatt', 1), ('books', 1)]","AS Byatt, books"
917,5528,One Hour Photo (2002),"Drama, Thriller","[('photography', 1), ('psychopaths', 1)]","photography, psychopaths"
918,5548,Down and Out in Beverly Hills (1986),Comedy,"[('homeless', 1)]",homeless
919,5577,Igby Goes Down (2002),"Comedy, Drama","[('adolescence', 1)]",adolescence
920,5601,The Yearling (1946),"Children, Drama","[('Animal movie', 1)]",Animal movie
921,5603,The Lavender Hill Mob (1951),"Comedy, Crime","[('crime', 1), ('heist', 1)]","crime, heist"
922,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),"Adventure, Animation, Fantasy","[('anime', 1)]",anime
923,5629,Jonah: A VeggieTales Movie (2002),"Animation, Children, Musical","[('Bible', 1)]",Bible
924,5630,Red Dragon (2002),"Crime, Mystery, Thriller","[('Hannibal Lecter', 1)]",Hannibal Lecter
925,5633,Heaven (2002),Drama,"[('bombs', 1)]",bombs
926,5644,The Pride of the Yankees (1942),Drama,"[('baseball', 1), ('Lou Gehrig', 1)]","baseball, Lou Gehrig"
927,5669,Bowling for Columbine (2002),Documentary,"[('violence in america', 1)]",violence in america
928,5673,Punch-Drunk Love (2002),"Comedy, Drama, Romance","[('pudding', 1), ('anger', 1), ('awkward', 1), ('bittersweet', 1), ('hallucinatory', 1), ('quirky', 1), ('sad', 1), ('surreal', 1), ('symbolism', 1), ('tense', 1), ('unconventional', 1), ('unique', 1), ('wistful', 1)]","pudding, anger, awkward, bittersweet, hallucinatory"
929,5682,The Grey Zone (2001),Drama,"[('Holocaust', 1)]",Holocaust
930,5685,Real Women Have Curves (2002),"Comedy, Drama","[('Girl Power', 1)]",Girl Power
931,5690,Grave of the Fireflies (Hotaru no haka) (1988),"Animation, Drama, War","[('made me cry', 1), ('orphans', 1), ('beautiful', 1), ('downbeat', 1), ('grim', 1), ('poignant', 1), ('tear jerker', 1), ('tragedy', 1), ('tragic', 1)]","made me cry, orphans, beautiful, downbeat, grim"
932,5694,Staying Alive (1983),"Comedy, Drama, Musical","[('70mm', 1)]",70mm
933,5721,The Chosen (1981),Drama,"[('In Netflix queue', 1), ('Judaism', 1)]","In Netflix queue, Judaism"
934,5747,Gallipoli (1981),"Drama, War","[('World War I', 1)]",World War I
935,5791,Frida (2002),"Drama, Romance","[('art', 1)]",art
936,5792,Roger Dodger (2002),"Comedy, Drama","[('dating', 1)]",dating
937,5802,The World of Henry Orient (1964),Comedy,"[('teenagers', 1)]",teenagers
938,5812,Far from Heaven (2002),"Drama, Romance","[('salute to Douglas Sirk', 1)]",salute to Douglas Sirk
939,5816,Harry Potter and the Chamber of Secrets (2002),"Adventure, Fantasy","[('Magic', 1), ('Wizards', 1)]","Magic, Wizards"
940,5820,Standing in the Shadows of Motown (2002),"Documentary, Musical","[('music business', 1)]",music business
941,5875,Personal Velocity (2002),Drama,"[('short films', 1)]",short films
942,5876,The Quiet American (2002),"Drama, Thriller, War","[('Graham Greene', 1)]",Graham Greene
943,5878,Talk to Her (Hable con Ella) (2002),"Drama, Romance","[('coma', 1)]",coma
944,5899,Zulu (1964),"Action, Drama, War","[('Africa', 1)]",Africa
945,5952,The Lord of the Rings: The Two Towers (2002),"Adventure, Fantasy","[('Myth', 1), ('Tolkein', 1)]","Myth, Tolkein"
946,5954,25th Hour (2002),"Crime, Drama","[('crime', 1), ('nightclub', 1)]","crime, nightclub"
947,5971,My Neighbor Totoro (Tonari no Totoro) (1988),"Animation, Children, Drama, Fantasy","[('anime', 1)]",anime
948,5989,Catch Me If You Can (2002),"Crime, Drama","[('crime', 1), ('cheating', 1), ('intelligent', 1), ('Leonardo DiCaprio', 1), ('lies', 1), ('smart', 1), ('Tom Hanks', 1), ('twists & turns', 1)]","crime, cheating, intelligent, Leonardo DiCaprio, lies"
949,5991,Chicago (2002),"Comedy, Crime, Drama, Musical","[('court', 1), ('jazz', 1), ('murder', 1)]","court, jazz, murder"
950,5994,Nicholas Nickleby (2002),"Drama, Romance","[('Dickens', 1)]",Dickens
951,5995,The Pianist (2002),"Drama, War","[('holocaust', 1), ('true story', 1), ('Holocaust', 1)]","holocaust, true story, Holocaust"
952,6002,Love Liza (2002),Drama,"[('drugs', 1), ('planes', 1), ('widows/widowers', 1)]","drugs, planes, widows/widowers"
953,6003,Confessions of a Dangerous Mind (2002),"Comedy, Crime, Drama, Thriller","[('television', 1)]",television
954,6016,City of God (Cidade de Deus) (2002),"Action, Adventure, Crime, Drama, Thriller","[('multiple storylines', 1), ('true story', 1), ('crime', 1), ('photography', 1), ('violence', 1), ('not seen', 1)]","multiple storylines, true story, crime, photography, violence"
955,6020,Alice Adams (1935),"Comedy, Drama","[('class', 1)]",class
956,6027,Dogfight (1991),"Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
957,6031,Imitation of Life (1959),"Drama, Romance","[('motherhood', 1), ('race', 1)]","motherhood, race"
958,6041,Amen. (2002),Drama,"[('In Netflix queue', 1)]",In Netflix queue
959,6058,Final Destination 2 (2003),"Horror, Thriller","[('sequel', 1), ('violent', 1)]","sequel, violent"
960,6063,May (2002),"Drama, Horror","[('doll', 1)]",doll
961,6090,Kiss Me Goodbye (1982),Comedy,"[('ghosts', 1)]",ghosts
962,6101,Missing (1982),"Drama, Mystery, Thriller","[('Chile', 1), ('politics', 1), ('South America', 1)]","Chile, politics, South America"
963,6104,Monty Python Live at the Hollywood Bowl (1982),Comedy,"[('spoof', 1)]",spoof
964,6107,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)","Drama, War","[('World War II', 1)]",World War II
965,6156,Shanghai Knights (2003),"Action, Adventure, Comedy","[('England', 1)]",England
966,6157,Daredevil (2003),"Action, Crime","[('bad', 1), ('Ben Affleck', 1)]","bad, Ben Affleck"
967,6159,All the Real Girls (2003),"Drama, Romance","[('adolescence', 1)]",adolescence
968,6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),"Romance, Thriller","[('obsession', 1)]",obsession
969,6170,The Black Stallion (1979),"Adventure, Children, Drama","[('horses', 1)]",horses
970,6178,"Patch of Blue, A (1965)","Drama, Romance","[('blind', 1), ('blindness', 1), ('race', 1)]","blind, blindness, race"
971,6181,The Red Badge of Courage (1951),"Drama, War","[('Civil War', 1), ('Stephen Crane', 1)]","Civil War, Stephen Crane"
972,6183,Pillow Talk (1959),"Comedy, Musical, Romance","[('Day and Hudson', 1), ('sexuality', 1)]","Day and Hudson, sexuality"
973,6188,Old School (2003),Comedy,"[('comedy', 1), ('Will Ferrell', 1)]","comedy, Will Ferrell"
974,6195,Stone Reader (2002),Documentary,"[('books', 1), ('Stones of Summer', 1)]","books, Stones of Summer"
975,6197,Spider (2002),"Drama, Mystery","[('mental illness', 1)]",mental illness
976,6201,Lady Jane (1986),"Drama, Romance","[('England', 1)]",England
977,6214,Irreversible (Irréversible) (2002),"Crime, Drama, Mystery, Thriller","[('dark', 1), ('disturbing', 1)]","dark, disturbing"
978,6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),Drama,"[('World War II', 1)]",World War II
979,6218,Bend It Like Beckham (2002),"Comedy, Drama, Romance","[('soccer', 1)]",soccer
980,6228,The Talk of the Town (1942),"Comedy, Romance, Thriller","[('In Netflix queue', 1)]",In Netflix queue
981,6232,Born Free (1966),"Adventure, Children, Drama","[('animal movie', 1), ('lions', 1)]","animal movie, lions"
982,6235,Europa Europa (Hitlerjunge Salomon) (1990),"Drama, War","[('Holocaust', 1), ('World War II', 1)]","Holocaust, World War II"
983,6238,Green Card (1990),"Comedy, Drama, Romance","[('immigrants', 1)]",immigrants
984,6242,Ringu (Ring) (1998),"Horror, Mystery, Thriller","[('television', 1)]",television
985,6244,Salaam Bombay! (1988),Drama,"[('In Netflix queue', 1)]",In Netflix queue
986,6245,Sweet Charity (1969),"Comedy, Drama, Musical, Romance","[('prostitution', 1)]",prostitution
987,6254,The Awful Truth (1937),"Comedy, Romance","[('screwball', 1)]",screwball
988,6268,Raising Victor Vargas (2002),"Comedy, Drama, Romance","[('adolescence', 1)]",adolescence
989,6269,Stevie (2002),Documentary,"[('Big Brothers', 1)]",Big Brothers
990,6273,In a Lonely Place (1950),"Drama, Film-Noir, Mystery, Romance","[('L.A.', 1)]",L.A.
991,6281,Phone Booth (2002),"Drama, Thriller","[('crime', 1)]",crime
992,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),"Action, Animation, Sci-Fi, Thriller","[('amazing artwork', 1), ('anime', 1), ('sci-fi', 1)]","amazing artwork, anime, sci-fi"
993,6286,The Man Without a Past (Mies vailla menneisyyttä) (2002),"Comedy, Crime, Drama","[('amnesia', 1)]",amnesia
994,6288,Better Luck Tomorrow (2002),"Crime, Drama","[('gangs', 1)]",gangs
995,6289,Ghosts of the Abyss (2003),"Documentary, IMAX","[('Titanic', 1)]",Titanic
996,6290,House of 1000 Corpses (2003),Horror,"[('Rob Zombie', 1)]",Rob Zombie
997,6291,Lilya 4-Ever (Lilja 4-ever) (2002),"Crime, Drama","[('prostitution', 1), ('Depressing', 1), ('melancholy', 1), ('sad', 1)]","prostitution, Depressing, melancholy, sad"
998,6296,"Mighty Wind, A (2003)","Comedy, Musical","[('mockumentary', 1)]",mockumentary
999,6297,Holes (2003),"Adventure, Children, Comedy, Mystery","[('children', 1)]",children
1000,6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,"[('birds', 1)]",birds
1001,6305,Fahrenheit 451 (1966),"Drama, Sci-Fi","[('Ray Bradbury', 1)]",Ray Bradbury
1002,6308,Legal Eagles (1986),"Comedy, Crime, Romance","[('lawyers', 1)]",lawyers
1003,6323,Identity (2003),"Crime, Horror, Mystery, Thriller","[('John Cusack', 1)]",John Cusack
1004,6327,"Decade Under the Influence, A (2003)",Documentary,"[('1970s', 1), ('movies', 1)]","1970s, movies"
1005,6331,Spellbound (2002),Documentary,"[('spelling bee', 1)]",spelling bee
1006,6333,X2: X-Men United (2003),"Action, Adventure, Sci-Fi, Thriller","[('Jean Grey', 1), ('Magneto', 1), ('Rogue', 1), ('superhero', 1), ('Wolverine', 1)]","Jean Grey, Magneto, Rogue, superhero, Wolverine"
1007,6334,Blue Car (2002),Drama,"[('teachers', 1)]",teachers
1008,6337,Owning Mahowny (2003),"Crime, Drama, Thriller","[('gambling', 1)]",gambling
1009,6339,"Man on the Train (Homme du train, L') (2002)","Comedy, Drama","[('trains', 1)]",trains
1010,6341,The Shape of Things (2003),Drama,"[('art', 1)]",art
1011,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),"Action, Adventure, Animation, Children, Fantasy, Sci-Fi","[('anime', 1)]",anime
1012,6367,Down with Love (2003),"Comedy, Romance","[('Ewan McGregor', 1), ('Renee Zellweger', 1), ('retro', 1)]","Ewan McGregor, Renee Zellweger, retro"
1013,6368,Cinemania (2002),Documentary,"[('movies', 1)]",movies
1014,6373,Bruce Almighty (2003),"Comedy, Drama, Fantasy, Romance","[('religion', 1), ('classic', 1)]","religion, classic"
1015,6375,Gigantic (A Tale of Two Johns) (2002),Documentary,"[('In Netflix queue', 1), ('They Might Be Giants', 1)]","In Netflix queue, They Might Be Giants"
1016,6377,Finding Nemo (2003),"Adventure, Animation, Children, Comedy","[('Disney', 1), ('fish', 1), ('heartwarming', 1)]","Disney, fish, heartwarming"
1017,6378,The Italian Job (2003),"Action, Crime","[('heist', 1)]",heist
1018,6380,Capturing the Friedmans (2003),Documentary,"[('child abuse', 1)]",child abuse
1019,6385,Whale Rider (2002),Drama,"[('Girl Power', 1)]",Girl Power
1020,6390,Silk Stockings (1957),Musical,"[('Ninotchka remake', 1)]",Ninotchka remake
1021,6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary,"[('documentary', 1), ('crime', 1)]","documentary, crime"
1022,6407,"Walk, Don't Run (1966)","Comedy, Romance","[('Olympics', 1), ('Tokyo', 1)]","Olympics, Tokyo"
1023,6422,Shenandoah (1965),"Drama, War, Western","[('Civil War', 1)]",Civil War
1024,6440,Barton Fink (1991),"Drama, Thriller","[('movie business', 1)]",movie business
1025,6452,"The Long, Hot Summer (1958)",Drama,"[('In Netflix queue', 1)]",In Netflix queue
1026,6454,Music Box (1989),Drama,"[('Nazis', 1)]",Nazis
1027,6466,Mississippi Masala (1991),"Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
1028,6502,28 Days Later (2002),"Action, Horror, Sci-Fi","[('zombies', 2)]",zombies
1029,6515,You Only Live Once (1937),"Crime, Film-Noir","[('fugitive', 1)]",fugitive
1030,6516,Anastasia (1956),Drama,"[('In Netflix queue', 1)]",In Netflix queue
1031,6534,Hulk (2003),"Action, Adventure, Sci-Fi","[('dogs', 1), ('Eric Bana', 1), ('mad scientist', 1), ('marvel', 1)]","dogs, Eric Bana, mad scientist, marvel"
1032,6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,"[('politics', 1)]",politics
1033,6536,Sinbad: Legend of the Seven Seas (2003),"Adventure, Animation, Children, Fantasy","[('swashbuckler', 1)]",swashbuckler
1034,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Action, Adventure, Comedy, Fantasy","[('swashbuckler', 1)]",swashbuckler
1035,6541,The League of Extraordinary Gentlemen (a.k.a. LXG) (2003),"Action, Fantasy, Sci-Fi","[('captain nemo', 1), ('comic book', 1), ('gothic', 1), ('Peta Wilson', 1), ('Sean Connery', 1), ('superhero', 1)]","captain nemo, comic book, gothic, Peta Wilson, Sean Connery"
1036,6545,I Capture the Castle (2003),"Drama, Romance","[('Dodie Smith', 1)]",Dodie Smith
1037,6547,Northfork (2003),"Drama, Fantasy","[('flood', 1)]",flood
1038,6552,Dirty Pretty Things (2002),"Crime, Drama, Thriller","[('immigration', 1)]",immigration
1039,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),"Action, Adventure, Comedy, Romance, Thriller","[('adventure', 1), ('Angelina Jolie', 1), ('heroine in tight suit', 1)]","adventure, Angelina Jolie, heroine in tight suit"
1040,6565,Seabiscuit (2003),Drama,"[('horses', 1)]",horses
1041,6579,"One, Two, Three (1961)",Comedy,"[('Japan', 1)]",Japan
1042,6591,The Magdalene Sisters (2002),Drama,"[('religion', 1)]",religion
1043,6592,The Secret Lives of Dentists (2002),Drama,"[('marriage', 1)]",marriage
1044,6603,"Double Life, A (1947)","Crime, Drama, Film-Noir","[('Othello', 1)]",Othello
1045,6609,"The Gospel According to St. Matthew (Vangelo secondo Matteo, Il) (1964)",Drama,"[('Bible', 1)]",Bible
1046,6620,American Splendor (2003),"Comedy, Drama","[('cancer', 1)]",cancer
1047,6636,The Sure Thing (1985),"Comedy, Romance","[('road trip', 1)]",road trip
1048,6639,Wait Until Dark (1967),"Drama, Thriller","[('blindness', 1)]",blindness
1049,6650,Kind Hearts and Coronets (1949),"Comedy, Drama","[('family', 1), ('multiple roles', 1), ('murder', 1)]","family, multiple roles, murder"
1050,6660,The Red Shoes (1948),"Drama, Fantasy, Musical, Romance","[('ballet', 1)]",ballet
1051,6662,The Pink Panther (1963),"Comedy, Crime","[('Clousseau', 1)]",Clousseau
1052,6667,Waco: The Rules of Engagement (1997),Documentary,"[('FBI', 1)]",FBI
1053,6668,The Road Home (Wo de fu qin mu qin) (1999),"Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
1054,6669,Ikiru (1952),Drama,"[('terminal illness', 1), ('meditative', 1), ('philosophical', 1), ('poignant', 1), ('purposefulness', 1)]","terminal illness, meditative, philosophical, poignant, purposefulness"
1055,6708,Matchstick Men (2003),"Comedy, Crime, Drama","[('con men', 1), ('fatherhood', 1)]","con men, fatherhood"
1056,6710,Dummy (2002),"Comedy, Drama, Romance","[('vertriloquism', 1)]",vertriloquism
1057,6711,Lost in Translation (2003),"Comedy, Drama, Romance","[('atmospheric', 1), ('Japan', 1)]","atmospheric, Japan"
1058,6713,Millennium Actress (Sennen joyû) (2001),"Animation, Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
1059,6724,Paper Moon (1973),"Comedy, Crime, Drama","[('In Netflix queue', 1)]",In Netflix queue
1060,6732,"Hello, Dolly! (1969)","Comedy, Musical, Romance","[('matchmaker', 1)]",matchmaker
1061,6744,Once Bitten (1985),"Comedy, Horror","[('vampire', 1)]",vampire
1062,6753,Secondhand Lions (2003),"Children, Comedy, Drama","[('Animal movie', 1)]",Animal movie
1063,6768,Luther (2003),Drama,"[('religion', 1)]",religion
1064,6770,My Life Without Me (2003),"Drama, Romance","[('adultery', 1), ('terminal illness', 1)]","adultery, terminal illness"
1065,6773,The Triplets of Belleville (Les triplettes de Belleville) (2003),"Animation, Comedy, Fantasy","[('biking', 1)]",biking
1066,6776,Lagaan: Once Upon a Time in India (2001),"Comedy, Drama, Musical, Romance","[('India', 1)]",India
1067,6785,Seven Brides for Seven Brothers (1954),"Comedy, Musical, Romance, Western","[('Lonesome Polecat', 1)]",Lonesome Polecat
1068,6786,Kiss of the Spider Woman (1985),Drama,"[('In Netflix queue', 1)]",In Netflix queue
1069,6787,All the President's Men (1976),"Drama, Thriller","[('journalism', 1), ('Watergate', 1), ('Deep Throat', 1)]","journalism, Watergate, Deep Throat"
1070,6788,Angie (1994),"Comedy, Drama, Romance","[('pregnancy', 1)]",pregnancy
1071,6791,Babette's Feast (Babettes gæstebud) (1987),Drama,"[('Food', 1)]",Food
1072,6807,Monty Python's The Meaning of Life (1983),Comedy,"[('british comedy', 1)]",british comedy
1073,6810,Sleeping with the Enemy (1991),"Drama, Thriller","[('domestic violence', 1)]",domestic violence
1074,6818,Come and See (Idi i smotri) (1985),"Drama, War","[('atmospheric', 1), ('bleak', 1), ('disturbing', 1), ('gritty', 1), ('harsh', 1)]","atmospheric, bleak, disturbing, gritty, harsh"
1075,6820,Ginger Snaps (2000),"Drama, Horror, Thriller","[('werewolf', 1)]",werewolf
1076,6832,Regarding Henry (1991),Drama,"[('amnesia', 1)]",amnesia
1077,6849,Scrooge (1970),"Drama, Fantasy, Musical","[('Christmas', 1)]",Christmas
1078,6852,In Cold Blood (1967),"Crime, Drama","[('black and white', 1), ('Capote', 1), ('crime', 1), ('death penalty', 1), ('murder', 1)]","black and white, Capote, crime, death penalty, murder"
1079,6856,Yankee Doodle Dandy (1942),"Drama, Musical","[('biopic', 1)]",biopic
1080,6863,School of Rock (2003),"Comedy, Musical","[('school', 1)]",school
1081,6867,The Station Agent (2003),"Comedy, Drama","[('trains', 1)]",trains
1082,6870,Mystic River (2003),"Crime, Drama, Mystery","[('child abuse', 1), ('kidnapping', 1)]","child abuse, kidnapping"
1083,6874,Kill Bill: Vol. 1 (2003),"Action, Crime, Thriller","[('martial arts', 1), ('revenge', 1)]","martial arts, revenge"
1084,6881,Pieces of April (2003),"Comedy, Drama","[('Thanksgiving', 1)]",Thanksgiving
1085,6890,Elephant (2003),Drama,"[('adolescence', 1), ('violence in america', 1)]","adolescence, violence in america"
1086,6909,The Eye (Gin gwai) (Jian gui) (2002),Thriller,"[('transplants', 1)]",transplants
1087,6912,You'll Never Get Rich (1941),"Comedy, Musical, Romance","[('Rita Hayworth can dance!', 1)]",Rita Hayworth can dance!
1088,6918,The Unvanquished (Aparajito) (1957),Drama,"[('India', 1)]",India
1089,6932,Shattered Glass (2003),"Crime, Drama","[('journalism', 1)]",journalism
1090,6936,Elf (2003),"Children, Comedy, Fantasy","[('christmas', 1)]",christmas
1091,6938,Billabong Odyssey (2003),Documentary,"[('big wave', 1), ('surfing', 1)]","big wave, surfing"
1092,6944,Father of the Bride (1991),Comedy,"[('remake', 1), ('wedding', 1)]","remake, wedding"
1093,6948,Tupac: Resurrection (2003),Documentary,"[('music business', 1), ('rap', 1)]","music business, rap"
1094,6953,21 Grams (2003),"Crime, Drama, Mystery, Romance, Thriller","[('DEPRESSING', 1)]",DEPRESSING
1095,6963,Devil's Playground (2002),Documentary,"[('Amish', 1)]",Amish
1096,6970,Desk Set (1957),"Comedy, Romance","[('Hepburn and Tracy', 1)]",Hepburn and Tracy
1097,6979,WarGames (1983),"Drama, Sci-Fi, Thriller","[('Cold War', 1)]",Cold War
1098,6981,The Ordet (Word) (1955),Drama,"[('religion', 1)]",religion
1099,6984,"Tale of Two Cities, A (1935)",Drama,"[('Dickens', 1)]",Dickens
1100,6985,"The Passion of Joan of Arc (Passion de Jeanne d'Arc, La) (1928)",Drama,"[('saint', 1)]",saint
1101,6993,Hannah and Her Sisters (1986),"Comedy, Drama, Romance","[('family', 1)]",family
1102,7013,The Night of the Hunter (1955),"Drama, Film-Noir, Thriller","[('good and evil', 1)]",good and evil
1103,7018,Presumed Innocent (1990),"Crime, Drama, Thriller","[('court', 1), ('Scott Turow', 1)]","court, Scott Turow"
1104,7020,Proof (1991),"Comedy, Drama, Romance","[('Notable Nudity', 1)]",Notable Nudity
1105,7022,Battle Royale (Batoru rowaiaru) (2000),"Action, Drama, Horror, Thriller","[('based on a book', 1), ('bloody', 1), ('brutal', 1), ('controversial', 1), ('dystopia', 1), ('goretastic', 1), ('satire', 1), ('social commentary', 1), ('survival', 1), ('violence', 1)]","based on a book, bloody, brutal, controversial, dystopia"
1106,7023,The Wedding Banquet (Xi yan) (1993),"Comedy, Drama, Romance","[('In Netflix queue', 1)]",In Netflix queue
1107,7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,"[('bleak', 1), ('confrontational', 1), ('disturbing', 1), ('harsh', 1), ('haunting', 1), ('inhumane', 1), ('thought-provoking', 1)]","bleak, confrontational, disturbing, harsh, haunting"
1108,7025,"Midnight Clear, A (1992)","Drama, War","[('In Netflix queue', 1)]",In Netflix queue
1109,7049,Flying Down to Rio (1933),"Comedy, Musical, Romance","[('Astaire and Rogers', 1)]",Astaire and Rogers
